Rank,Molecule,Candidate Type,Related Receptor,GPR62,GPR61,GPR135,MT2,5-HT6,GPCRLigNet Score,ML Prediction,Experimental Validation,Evidence Level,Evidence Sentence,Priority Score,Literature Score,Receptor Relevance,Database,Year,PMID,PMCID,Journal,Authors,DOI,Article Title,PubMed Link,PMC Link,PubChem CID,SMILES,Paper Count,Interpretation,Recommended Next Step,Article Link
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed + PMC,2022,36671397,PMC9855333,Biomolecules,Canale V; Trybała W; Chaumont-Dubel S; Koczurkiewicz-Adamczyk P; Satała G; Bento O; Blicharz-Futera K; Bantreil X; Pękala E; Bojarski AJ; Lamaty F; Marin P; Zajdel P,10.3390/biom13010012,"1-(Arylsulfonyl-isoindol-2-yl)piperazines as 5-HT6R Antagonists: Mechanochemical Synthesis, In Vitro Pharmacological Properties and Glioprotective Activity.",https://pubmed.ncbi.nlm.nih.gov/36671397/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9855333/,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/36671397/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed + PMC,2021,34576341,PMC8467191,International journal of molecular sciences,Doucet E; Grychowska K; Zajdel P; Bockaert J; Marin P; Bécamel C,10.3390/ijms221810178,Blockade of Serotonin 5-HT6 Receptor Constitutive Activity Alleviates Cognitive Deficits in a Preclinical Model of Neurofibromatosis Type 1.,https://pubmed.ncbi.nlm.nih.gov/34576341/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8467191/,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/34576341/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2021,33439019,,Journal of medicinal chemistry,Vanda D; Canale V; Chaumont-Dubel S; Kurczab R; Satała G; Koczurkiewicz-Adamczyk P; Krawczyk M; Pietruś W; Blicharz K; Pękala E; Bojarski AJ; Popik P; Marin P; Soural M; Zajdel P,10.1021/acs.jmedchem.0c02009,Imidazopyridine-Based 5-HT6 Receptor Neutral Antagonists: Impact of N1-Benzyl and N1-Phenylsulfonyl Fragments on Different Receptor Conformational States.,https://pubmed.ncbi.nlm.nih.gov/33439019/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/33439019/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2020,32853642,,Brain research,Li L; Hui Y; Wu Z; Qiao H; Guo F; Ma B; Zhang Q,10.1016/j.brainres.2020.147072,Activation and blockade of 5-HT6 receptor in the medial septum-diagonal band recover working memory in the hemiparkinsonian rats.,https://pubmed.ncbi.nlm.nih.gov/32853642/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/32853642/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2019,31586629,,European journal of pharmacology,Hagsäter SM; Lisinski A; Eriksson E,10.1016/j.ejphar.2019.172718,5-HT6 receptor antagonism reduces defecation in rat: A potential treatment strategy for irritable bowel syndrome with diarrhea.,https://pubmed.ncbi.nlm.nih.gov/31586629/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/31586629/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2019,31580911,,Neurochemistry international,Zhang YX; Yang M; Liang F; Li SQ; Yang JS; Huo FQ; Yan CX,10.1016/j.neuint.2019.104562,The pronociceptive role of 5-HT6 receptors in ventrolateral orbital cortex in a rat formalin test model.,https://pubmed.ncbi.nlm.nih.gov/31580911/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/31580911/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2019,30735758,,Behavioural brain research,Shahidi S; Hashemi-Firouzi N; Asl SS; Komaki A,10.1016/j.bbr.2019.02.004,Serotonin type 6 receptor antagonist attenuates the impairment of long-term potentiation and memory induced by Abeta.,https://pubmed.ncbi.nlm.nih.gov/30735758/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/30735758/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2019,30609433,,Drug research,Sari CC; Gunduz O; Ulugol A,10.1055/a-0817-5464,Spinal Serotonin and 5HT6 Receptor Levels During Development of Neuropathy and Influence of Blockade of these Receptors on Thermal Hyperalgesia in Diabetic Mice.,https://pubmed.ncbi.nlm.nih.gov/30609433/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/30609433/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2018,29778944,,Neuropharmacology,Sun YN; Yao L; Li LB; Wang Y; Du CX; Guo Y; Liu J,10.1016/j.neuropharm.2018.05.016,Activation and blockade of basolateral amygdala 5-HT6 receptor produce anxiolytic-like behaviors in an experimental model of Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/29778944/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/29778944/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2018,29667108,,Metabolic brain disease,Hashemi-Firouzi N; Shahidi S; Soleimani-Asl S; Komaki A,10.1007/s11011-018-0228-0,"5-Hydroxytryptamine receptor 6 antagonist, SB258585 exerts neuroprotection in a rat model of Streptozotocin-induced Alzheimer's disease.",https://pubmed.ncbi.nlm.nih.gov/29667108/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/29667108/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed + PMC,2018,29491159,PMC5923087,Journal of virology,Riva L; Song OR; Prentoe J; Helle F; L'homme L; Gattolliat CH; Vandeputte A; Fénéant L; Belouzard S; Baumert TF; Asselah T; Bukh J; Brodin P; Cocquerel L; Rouillé Y; Dubuisson J,10.1128/JVI.01982-17,Identification of Piperazinylbenzenesulfonamides as New Inhibitors of Claudin-1 Trafficking and Hepatitis C Virus Entry.,https://pubmed.ncbi.nlm.nih.gov/29491159/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5923087/,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/29491159/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed + PMC,2017,28769801,PMC5513908,Frontiers in pharmacology,Sgambato-Faure V; Billard T; Météreau E; Duperrier S; Fieux S; Costes N; Tremblay L; Zimmer L,10.3389/fphar.2017.00471,Characterization and Reliability of [18F]2FNQ1P in Cynomolgus Monkeys as a PET Radiotracer for Serotonin 5-HT6 Receptors.,https://pubmed.ncbi.nlm.nih.gov/28769801/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5513908/,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/28769801/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed + PMC,2017,28694424,PMC5504036,Scientific reports,Li X; Wang Q; Hu T; Wang Y; Zhao J; Lu J; Pei G,10.1038/s41598-017-04144-3,"A tricyclic antidepressant, amoxapine, reduces amyloid-β generation through multiple serotonin receptor 6-mediated targets.",https://pubmed.ncbi.nlm.nih.gov/28694424/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5504036/,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/28694424/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed + PMC,2017,28681593,PMC5547219,Molecules and cells,Rahman MA; Kim H; Lee KH; Yun HM; Hong JH; Kim Y; Choo H; Park M; Rhim H,10.14348/molcells.2017.0080,5-Hydroxytryptamine 6 Receptor (5-HT6R)-Mediated Morphological Changes via RhoA-Dependent Pathways.,https://pubmed.ncbi.nlm.nih.gov/28681593/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5547219/,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/28681593/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2017,28628851,,Pharmacological reports : PR,Pineda-Farias JB; Barragán-Iglesias P; Valdivieso-Sánchez A; Rodríguez-Silverio J; Flores-Murrieta FJ; Granados-Soto V; Rocha-González HI,10.1016/j.pharep.2017.04.001,Spinal 5-HT4 and 5-HT6 receptors contribute to the maintenance of neuropathic pain in rats.,https://pubmed.ncbi.nlm.nih.gov/28628851/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/28628851/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2016,27616337,,Brain research,Liu KC; Li JY; Xie W; Li LB; Zhang J; Du CX; Zhang YM; Tan HH; Wang HS; Zhang L,10.1016/j.brainres.2016.09.009,Activation and blockade of serotonin6 receptors in the dorsal hippocampus enhance T maze and hole-board performance in a unilateral 6-hydroxydopamine rat model of Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/27616337/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/27616337/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed + PMC,2016,27581523,PMC5007490,Scientific reports,Yun HM; Park KR; Hong JT; Kim EC,10.1038/srep30985,Peripheral serotonin-mediated system suppresses bone development and regeneration via serotonin 6 G-protein-coupled receptor.,https://pubmed.ncbi.nlm.nih.gov/27581523/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5007490/,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/27581523/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2016,27424103,,Neuropharmacology,Zhang YM; Zhang L; Wang Y; Sun YN; Guo Y; Du CX; Zhang J; Yao L; Yu SQ; Liu J,10.1016/j.neuropharm.2016.07.014,Activation and blockade of prelimbic 5-HT6 receptors produce different effects on depressive-like behaviors in unilateral 6-hydroxydopamine-induced Parkinson's rats.,https://pubmed.ncbi.nlm.nih.gov/27424103/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/27424103/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2016,27068148,,European journal of pharmacology,Wang HY; Lu CW; Lin TY; Kuo JR; Wang SJ,10.1016/j.ejphar.2016.04.010,WAY208466 inhibits glutamate release at hippocampal nerve terminals.,https://pubmed.ncbi.nlm.nih.gov/27068148/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/27068148/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2015,25863121,,Neuropharmacology,Liu KC; Li JY; Tan HH; Du CX; Xie W; Zhang YM; Ma WL; Zhang L,10.1016/j.neuropharm.2015.03.031,Serotonin₆ receptors in the dorsal hippocampus regulate depressive-like behaviors in unilateral 6-hydroxydopamine-lesioned Parkinson's rats.,https://pubmed.ncbi.nlm.nih.gov/25863121/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/25863121/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2015,25331460,,European journal of nuclear medicine and molecular imaging,Becker G; Colomb J; Sgambato-Faure V; Tremblay L; Billard T; Zimmer L,10.1007/s00259-014-2936-y,Preclinical evaluation of [18F]2FNQ1P as the first fluorinated serotonin 5-HT6 radioligand for PET imaging.,https://pubmed.ncbi.nlm.nih.gov/25331460/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/25331460/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2014,24880860,,Nature chemical biology,Duhr F; Déléris P; Raynaud F; Séveno M; Morisset-Lopez S; Mannoury la Cour C; Millan MJ; Bockaert J; Marin P; Chaumont-Dubel S,10.1038/nchembio.1547,Cdk5 induces constitutive activation of 5-HT6 receptors to promote neurite growth.,https://pubmed.ncbi.nlm.nih.gov/24880860/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/24880860/
89,SB-258585,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.3041353225708008,Low,Direct receptor evidence,C,SB-258585 reduces food motivation while blocking 5-HT6 receptors in the non-human primate striatum.,0.36018795967102046,95,0.25,PubMed,2013,25287308,,Acta neuropsychiatrica,Masuda T; Nishikawa H; Inoue T; Toda H; Nakagawa S; Boku S; Koyama T,10.1111/j.1601-5215.2012.00669.x,"5-HT depletion, but not 5-HT1A antagonist, prevents the anxiolytic-like effect of citalopram in rat contextual conditioned fear stress model.",https://pubmed.ncbi.nlm.nih.gov/25287308/,,3248571,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,27,SB-258585 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/25287308/
90,Ketanserin,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.437661349773407,Low,Unvalidated,E,,0.3529798773527146,3,0.25,PubMed,2015,26383152,,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",Parker CA; Rabiner EA; Gunn RN; Searle G; Martarello L; Comley RA; Davy M; Wilson AA; Houle S; Mizrahi R; Laruelle M; Cunningham VJ,10.2967/jnumed.115.162743,Human Kinetic Modeling of the 5HT6 PET Radioligand 11C-GSK215083 and Its Utility for Determining Occupancy at Both 5HT6 and 5HT2A Receptors by SB742457 as a Potential Therapeutic Mechanism of Action in Alzheimer Disease.,https://pubmed.ncbi.nlm.nih.gov/26383152/,,3822,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,1,Ketanserin currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/26383152/
91,Benzenesulfonyl,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.43431273102760315,Low,Indirect/context evidence,D,Benzenesulfonyl and Benzenesulfonamide as Modulators of the 5-HT6 Receptor: Patent Highlight.,0.34680327516794207,1,0.25,PubMed + PMC,2012,24900400,PMC4025790,ACS medicinal chemistry letters,Rosse G,10.1021/ml300338u,Benzenesulfonyl and Benzenesulfonamide as Modulators of the 5-HT6 Receptor: Patent Highlight.,https://pubmed.ncbi.nlm.nih.gov/24900400/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4025790/,3857574,C1=CC=C(C=C1)S(=O)[O-],1,"Benzenesulfonyl appears in literature related to 5-HT6 receptor, but direct receptor interaction has not been established.",Review full article for direct receptor evidence,https://pubmed.ncbi.nlm.nih.gov/24900400/
92,Mirtazapine,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.4220776855945587,Low,Unvalidated,E,,0.3448504956364632,4,0.25,PubMed,2023,37722878,,Biological & pharmaceutical bulletin,Miyahara Y; Funahashi H; Haruta-Tsukamoto A; Kogoh Y; Kanemaru-Kawazoe A; Hirano Y; Nishimori T; Ishida Y,10.1248/bpb.b23-00445,"Differential Contribution of 5-HT4, 5-HT5, and 5-HT6 Receptors to Acute Pruriceptive Processing Induced by Chloroquine and Histamine in Mice.",https://pubmed.ncbi.nlm.nih.gov/37722878/,,4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,1,Mirtazapine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/37722878/
93,SB-271046A,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.41106656193733215,Low,Unvalidated,E,,0.3416932652592659,6,0.25,PubMed,2024,38408524,,Behavioural brain research,Farias CP; Leite AKO; Schmidt BE; de Carvalho Myskiw J; Wyse ATS,10.1016/j.bbr.2024.114922,"The 5-HT2A, 5-HT5A, and 5-HT6 serotonergic receptors in the medial prefrontal cortex behave differently in extinction learning: Does social support play a role?",https://pubmed.ncbi.nlm.nih.gov/38408524/,,6918455,CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCNCC4.Cl,2,SB-271046A currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/38408524/
93,SB-271046A,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.41106656193733215,Low,Unvalidated,E,,0.3416932652592659,6,0.25,PubMed,2019,31233821,,Behavioural brain research,de Assis Brasil ES; Guerino Furini CR; da Silva Rodrigues F; Nachtigall EG; Kielbovicz Behling JA; Saenger BF; Farias CP; de Carvalho Myskiw J; Izquierdo I,10.1016/j.bbr.2019.112055,"The blockade of the serotoninergic receptors 5-HT5A, 5-HT6 and 5-HT7 in the basolateral amygdala, but not in the hippocampus facilitate the extinction of fear memory.",https://pubmed.ncbi.nlm.nih.gov/31233821/,,6918455,CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCNCC4.Cl,2,SB-271046A currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/31233821/
94,Zidovudine,5-HT6 exploratory candidate,5-HT6 receptor,No,No,No,No,Yes,0.42012032866477966,Low,Unvalidated,E,,0.33757821363210677,1,0.25,PubMed + PMC,2016,27157251,PMC4914440,Pharmacological research,Dalwadi DA; Kim S; Amdani SM; Chen Z; Huang RQ; Schetz JA,10.1016/j.phrs.2016.04.028,Molecular mechanisms of serotonergic action of the HIV-1 antiretroviral efavirenz.,https://pubmed.ncbi.nlm.nih.gov/27157251/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4914440/,35370,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],1,Zidovudine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority,https://pubmed.ncbi.nlm.nih.gov/27157251/
95,Cisplatin,MT2-related exploratory candidate,MT2 receptor,No,No,No,Yes,No,0.30550050735473633,Low,Direct receptor evidence,C,Activation of MT1/MT2 to Protect Testes and Leydig Cells against Cisplatin-Induced Oxidative Stress through the SIRT1/Nrf2 Signaling Pathway.,0.33557532978057864,6,0.5,PubMed + PMC,2022,35626727,PMC9139217,Cells,Zhang J; Fang Y; Tang D; Xu X; Zhu X; Wu S; Yu H; Cheng H; Luo T; Shen Q; Gao Y; Ma C; Liu Y; Wei Z; Chen X; Tao F; He X; Cao Y,10.3390/cells11101690,Activation of MT1/MT2 to Protect Testes and Leydig Cells against Cisplatin-Induced Oxidative Stress through the SIRT1/Nrf2 Signaling Pathway.,https://pubmed.ncbi.nlm.nih.gov/35626727/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9139217/,5702198,N.N.Cl[Pt]Cl,1,Cisplatin has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing,https://pubmed.ncbi.nlm.nih.gov/35626727/
