Rank,Molecule,Candidate Type,Entity Class,Related Receptors,GPR62,GPR61,GPR135,MT2,5-HT6,GPCRLigNet Score,ML Prediction,Experimental Validation,Evidence Level,Evidence Sentence,Literature Score,Receptor Relevance,Priority Score,Source,Years,PMIDs,PMCIDs,Journals,DOIs,Article Titles,Article Links,PubChem CID,SMILES,Paper Count,Interpretation,Recommended Next Step
90,Ketanserin,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.437661349773407,Low,Unvalidated,E,,3,0.25,0.3529798773527146,PubMed,2015,26383152,,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",10.2967/jnumed.115.162743,Human Kinetic Modeling of the 5HT6 PET Radioligand 11C-GSK215083 and Its Utility for Determining Occupancy at Both 5HT6 and 5HT2A Receptors by SB742457 as a Potential Therapeutic Mechanism of Action in Alzheimer Disease.,https://pubmed.ncbi.nlm.nih.gov/26383152/,3822,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,1,Ketanserin currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
91,Benzenesulfonyl,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.43431273102760315,Low,Indirect/context evidence,D,Benzenesulfonyl and Benzenesulfonamide as Modulators of the 5-HT6 Receptor: Patent Highlight.,1,0.25,0.34680327516794207,PubMed + PMC,2012,24900400,PMC4025790,ACS medicinal chemistry letters,10.1021/ml300338u,Benzenesulfonyl and Benzenesulfonamide as Modulators of the 5-HT6 Receptor: Patent Highlight.,https://pubmed.ncbi.nlm.nih.gov/24900400/,3857574,C1=CC=C(C=C1)S(=O)[O-],1,"Benzenesulfonyl appears in literature related to 5-HT6 receptor, but direct receptor interaction has not been established.",Review full article for direct receptor evidence
92,Mirtazapine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.4220776855945587,Low,Unvalidated,E,,4,0.25,0.3448504956364632,PubMed,2023,37722878,,Biological & pharmaceutical bulletin,10.1248/bpb.b23-00445,"Differential Contribution of 5-HT4, 5-HT5, and 5-HT6 Receptors to Acute Pruriceptive Processing Induced by Chloroquine and Histamine in Mice.",https://pubmed.ncbi.nlm.nih.gov/37722878/,4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,1,Mirtazapine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
93,SB-271046A,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.41106656193733215,Low,Unvalidated,E,,6,0.25,0.3416932652592659,PubMed,2019; 2024,31233821; 38408524,,Behavioural brain research,10.1016/j.bbr.2019.112055; 10.1016/j.bbr.2024.114922,"The 5-HT2A, 5-HT5A, and 5-HT6 serotonergic receptors in the medial prefrontal cortex behave differently in extinction learning: Does social support play a role? | The blockade of the serotoninergic receptors 5-HT5A, 5-HT6 and 5-HT7 in the basolateral amygdala, but not in the hippocampus facilitate the extinction of fear memory.",https://pubmed.ncbi.nlm.nih.gov/38408524/ | https://pubmed.ncbi.nlm.nih.gov/31233821/,6918455,CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCNCC4.Cl,2,SB-271046A currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
94,Zidovudine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.42012032866477966,Low,Unvalidated,E,,1,0.25,0.33757821363210677,PubMed + PMC,2016,27157251,PMC4914440,Pharmacological research,10.1016/j.phrs.2016.04.028,Molecular mechanisms of serotonergic action of the HIV-1 antiretroviral efavirenz.,https://pubmed.ncbi.nlm.nih.gov/27157251/,35370,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],1,Zidovudine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
95,Cisplatin,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.30550050735473633,Low,Direct receptor evidence,C,Activation of MT1/MT2 to Protect Testes and Leydig Cells against Cisplatin-Induced Oxidative Stress through the SIRT1/Nrf2 Signaling Pathway.,6,0.5,0.33557532978057864,PubMed + PMC,2022,35626727,PMC9139217,Cells,10.3390/cells11101690,Activation of MT1/MT2 to Protect Testes and Leydig Cells against Cisplatin-Induced Oxidative Stress through the SIRT1/Nrf2 Signaling Pathway.,https://pubmed.ncbi.nlm.nih.gov/35626727/,5702198,N.N.Cl[Pt]Cl,1,Cisplatin has experimental receptor evidence involving MT2 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
96,SAM-760,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.37913793325424194,Low,Unvalidated,E,,11,0.25,0.33093965661525726,PubMed,2023,36825693,,Biopharmaceutics & drug disposition,10.1002/bdd.2351,"Investigating CNS distribution of PF-05212377, a P-glycoprotein substrate, by translation of 5-HT6 receptor occupancy from non-human primates to humans.",https://pubmed.ncbi.nlm.nih.gov/36825693/,46203710,CC1=NC2=C(N1S(=O)(=O)C3=CC=CC=C3)C=CC=C2N4CCNCC4,1,SAM-760 currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
97,Homocysteine,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.31294113397598267,Low,Unvalidated,E,,1,0.5,0.33041173708438876,PubMed + PMC,2023,36658621,PMC9854223,Clinical epigenetics,10.1186/s13148-023-01423-x,Hypomethylation in MTNR1B: a novel epigenetic marker for atherosclerosis profiling using stenosis radiophenotype and blood inflammatory cells.,https://pubmed.ncbi.nlm.nih.gov/36658621/,91552,C(CS)C(C(=O)O)N,1,Homocysteine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
98,Milnacipran,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.39947760105133057,Low,Unvalidated,E,,4,0.25,0.33016044068336486,PubMed,2023,37722878,,Biological & pharmaceutical bulletin,10.1248/bpb.b23-00445,"Differential Contribution of 5-HT4, 5-HT5, and 5-HT6 Receptors to Acute Pruriceptive Processing Induced by Chloroquine and Histamine in Mice.",https://pubmed.ncbi.nlm.nih.gov/37722878/,65833,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,1,Milnacipran currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
99,Progesterone,Close/related orphan GPCR candidate,Chemical / small molecule,GPR61; MT2 receptor,No,Yes,No,Yes,No,0.14186829328536987,Low,Unvalidated,E,,6,0.85,0.31671439063549045,PubMed,2017; 2023; 2024,28433506; 36592515; 37976799,,Animal reproduction science; Theriogenology,10.1016/j.anireprosci.2017.03.020; 10.1016/j.theriogenology.2022.12.036; 10.1016/j.theriogenology.2023.11.010,Heifers express G-protein coupled receptor 61 in anterior pituitary gonadotrophs in stage-dependent manner. | Melatonin promotes progesterone secretion in sheep luteal cells by regulating autophagy via the AMPK/mTOR pathway. | Effects of melatonin on development and hormone secretion of sheep theca cells in vitro.,https://pubmed.ncbi.nlm.nih.gov/28433506/ | https://pubmed.ncbi.nlm.nih.gov/37976799/ | https://pubmed.ncbi.nlm.nih.gov/36592515/,5994,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,3,Progesterone currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
100,amsonic acid,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.3753829598426819,Low,Unvalidated,E,,3,0.25,0.31249892389774325,PubMed + PMC,2016; 2017,27161524; 28196966,PMC4893163; PMC5322869,Medical science monitor : international medical journal of experimental and clinical research; Neuron,10.1016/j.neuron.2016.04.017; 10.12659/msm.899067,Effect of Selective 5-HT6R Agonist on Expression of 5-HT Receptor and Neurotransmitter in Vascular Dementia Rats. | DREADD Modulation of Transplanted DA Neurons Reveals a Novel Parkinsonian Dyskinesia Mechanism Mediated by the Serotonin 5-HT6 Receptor.,https://pubmed.ncbi.nlm.nih.gov/28196966/ | https://pubmed.ncbi.nlm.nih.gov/27161524/,6668,C1=CC(=C(C=C1N)S(=O)(=O)O)C=CC2=C(C=C(C=C2)N)S(=O)(=O)O,2,amsonic acid currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
101,Ethanolamine,Close/related orphan GPCR candidate,Chemical / small molecule,GPR61,No,Yes,No,No,No,0.11912622302770615,Low,Direct receptor evidence,B,Chemosynthetic ethanolamine plasmalogen stimulates gonadotropin secretion from bovine gonadotrophs by acting as a potential GPR61 agonist.,6,0.85,0.301932044968009,PubMed,2022,35580407,,Animal reproduction science,10.1016/j.anireprosci.2022.106992,Chemosynthetic ethanolamine plasmalogen stimulates gonadotropin secretion from bovine gonadotrophs by acting as a potential GPR61 agonist.,https://pubmed.ncbi.nlm.nih.gov/35580407/,700,C(CO)N,1,Ethanolamine has experimental receptor evidence involving GPR61 and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
102,Colforsin,Direct GPR62 literature,Chemical / small molecule,GPR61; GPR62; MT2 receptor,Yes,Yes,No,Yes,No,0.06674189865589142,Low,Unvalidated,E,,3,1.0,0.2993822341263294,PubMed + PMC,2015; 2019; 2024,26384023; 31352450; 38474167,PMC10931815; PMC4575141,International journal of molecular sciences; Pharmacology; PloS one,10.1159/000501926; 10.1371/journal.pone.0138463; 10.3390/ijms25052919,Constitutive Activity among Orphan Class-A G Protein Coupled Receptors. | Overexpression of Orphan Receptor GPR61 Increases cAMP Levels upon Forskolin Stimulation in HEK293 Cells: in vitro and in silico Validation of 5-(Nonyloxy)Tryptamine as a Low-Affinity Inverse Agonist. | Real-Time Determination of Intracellular cAMP Reveals Functional Coupling of Gs Protein to the Melatonin MT1 Receptor.,https://pubmed.ncbi.nlm.nih.gov/26384023/ | https://pubmed.ncbi.nlm.nih.gov/31352450/ | https://pubmed.ncbi.nlm.nih.gov/38474167/,47936,CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O,3,Colforsin currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
103,Norepinephrine,Close/related orphan GPCR candidate,Chemical / small molecule,5-HT6 receptor; GPR135,No,No,Yes,No,Yes,0.1314825713634491,Low,Unvalidated,E,,11,0.75,0.2949636713862419,PubMed,2014; 2018; 2020; 2023,24503482; 29778944; 29848076; 32853642; 37270968,,Brain research; Expert opinion on investigational drugs; Molecular phylogenetics and evolution; Neuropharmacology; Phytomedicine : international journal of phytotherapy and phytopharmacology,10.1016/j.brainres.2020.147072; 10.1016/j.neuropharm.2018.05.016; 10.1016/j.phymed.2023.154871; 10.1016/j.ympev.2014.01.022; 10.1080/13543784.2018.1483334,Sequence-structure based phylogeny of GPCR Class A Rhodopsin receptors. | Antidepressant effects of p-coumaric acid isolated from Vaccinium bracteatum leaves extract on chronic restraint stress mouse model and antagonism of serotonin 6 receptor in vitro. | Activation and blockade of 5-HT6 receptor in the medial septum-diagonal band recover working memory in the hemiparkinsonian rats. | The role of 5 HT6-receptor antagonists in Alzheimer's disease: an update. | Activation and blockade of basolateral amygdala 5-HT6 receptor produce anxiolytic-like behaviors in an experimental model of Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/24503482/ | https://pubmed.ncbi.nlm.nih.gov/37270968/ | https://pubmed.ncbi.nlm.nih.gov/32853642/ | https://pubmed.ncbi.nlm.nih.gov/29848076/ | https://pubmed.ncbi.nlm.nih.gov/29778944/,439260,C1=CC(=C(C=C1C(CN)O)O)O,5,Norepinephrine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
104,Thulium,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.2463664561510086,Low,Unvalidated,E,,1,0.5,0.28713819649815564,PubMed,2022,35988518,,Bioorganic chemistry,10.1016/j.bioorg.2022.106100,Novel melatonin-trientine conjugate as potential therapeutic agents for Alzheimer's disease.,https://pubmed.ncbi.nlm.nih.gov/35988518/,23961,[Tm],1,Thulium currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
105,Dizocilpine Maleate,MT2-related exploratory candidate,Chemical / small molecule,5-HT6 receptor; MT2 receptor,No,No,No,Yes,Yes,0.17765319347381592,Low,Unvalidated,E,,23,0.5,0.28647457575798035,PubMed + PMC,2014; 2017; 2019; 2026,23954911; 27373846; 31412259; 41571206,PMC3889519,Biochemical pharmacology; Brain research; Pharmacological research; Psychopharmacology,10.1007/s00213-013-3234-2; 10.1016/j.bcp.2026.117725; 10.1016/j.brainres.2019.146375; 10.1016/j.phrs.2016.06.009,"Neurophysiological and neuropharmacological effects of melatonin MT2 receptors activation in MK-801-induced schizophrenia-like dysfunctions. | 5-HT6 receptor agonist and antagonist improve memory impairments and hippocampal BDNF signaling alterations induced by MK-801. | Time-dependent impact of glutamatergic modulators on the promnesiant effect of 5-HT6R blockade on mice recognition memory. | Co-administration of 5-HT6 receptor antagonists with clozapine, risperidone, and a 5-HT2A receptor antagonist: effects on prepulse inhibition in rats.",https://pubmed.ncbi.nlm.nih.gov/41571206/ | https://pubmed.ncbi.nlm.nih.gov/31412259/ | https://pubmed.ncbi.nlm.nih.gov/27373846/ | https://pubmed.ncbi.nlm.nih.gov/23954911/,6420042,CC12C3=CC=CC=C3CC(N1)C4=CC=CC=C24.C(=CC(=O)O)C(=O)O,4,Dizocilpine Maleate currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
106,2-iodomelatonin,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.20315669476985931,Low,Unvalidated,E,,13,0.5,0.2830518516004086,PubMed + PMC,2022; 2024,34932329; 35075127; 38606814,PMC8757440; PMC8786939,Journal of chemical information and modeling; Journal of pineal research; Nature communications,10.1021/acs.jcim.1c01183; 10.1038/s41467-022-28111-3; 10.1111/jpi.12941,Binding and unbinding of potent melatonin receptor ligands: Mechanistic simulations and experimental evidence. | Structural basis of the ligand binding and signaling mechanism of melatonin receptors. | Free-Energy Simulations Support a Lipophilic Binding Route for Melatonin Receptors.,https://pubmed.ncbi.nlm.nih.gov/38606814/ | https://pubmed.ncbi.nlm.nih.gov/35075127/ | https://pubmed.ncbi.nlm.nih.gov/34932329/,115348,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)I,3,2-iodomelatonin currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
107,Olanzapine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.2826659381389618,Low,Unvalidated,E,,17,0.25,0.2802328597903252,PubMed + PMC,2013; 2015; 2020; 2023,24135200; 25863120; 26027065; 31760336; 37259305,PMC9967858,"European journal of pharmacology; Neuropharmacology; Nihon shinkei seishin yakurigaku zasshi = Japanese journal of psychopharmacology; Pharmaceuticals (Basel, Switzerland); Psychiatry research. Neuroimaging",10.1016/j.ejphar.2013.10.005; 10.1016/j.neuropharm.2015.03.032; 10.1016/j.pscychresns.2019.111007; 10.3390/ph16020154,Selective 5-HT6 Receptor Ligands (Agonist and Antagonist) Show Different Effects on Antipsychotic Drug-Induced Metabolic Dysfunctions in Rats. | In vivo 5-HT6 and 5-HT2A receptor availability in antipsychotic treated schizophrenia patients vs. unmedicated healthy humans measured with [11C]GSK215083 PET. | [Utility of organotypic raphe slice cultures to investigate the effects of psychotropic drugs on the function of serotoninergic neurons]. | Olanzapine augments the effect of selective serotonin reuptake inhibitors by suppressing GABAergic inhibition via antagonism of 5-HT₆ receptors in the dorsal raphe nucleus. | Effect of olanzapine on scopolamine induced deficits in differential reinforcement of low rate 72s (DRL-72s) schedule in rats: involvement of the serotonergic receptors in restoring the deficits.,https://pubmed.ncbi.nlm.nih.gov/37259305/ | https://pubmed.ncbi.nlm.nih.gov/31760336/ | https://pubmed.ncbi.nlm.nih.gov/26027065/ | https://pubmed.ncbi.nlm.nih.gov/25863120/ | https://pubmed.ncbi.nlm.nih.gov/24135200/,135398745,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,5,Olanzapine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
108,dl-p-chlorophenylalanine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.32338035106658936,Low,Unvalidated,E,,3,0.25,0.27869722819328313,PubMed,2013,25287308,,Acta neuropsychiatrica,10.1111/j.1601-5215.2012.00669.x,"5-HT depletion, but not 5-HT1A antagonist, prevents the anxiolytic-like effect of citalopram in rat contextual conditioned fear stress model.",https://pubmed.ncbi.nlm.nih.gov/25287308/,4652,C1=CC(=CC=C1CC(C(=O)O)N)Cl,1,dl-p-chlorophenylalanine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
109,phenothiazine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.31162142753601074,Low,Direct receptor evidence,C,"In-silico Design, ADMET Screening, Prime MM-GBSA Binding Free Energy Calculation and MD Simulation of Some Novel Phenothiazines as 5HT6R Antagonists Targeting Alzheimer's Disease.",6,0.25,0.277053927898407,PubMed,2025,38204222,,Current computer-aided drug design,10.2174/0115734099282836231212064925,"In-silico Design, ADMET Screening, Prime MM-GBSA Binding Free Energy Calculation and MD Simulation of Some Novel Phenothiazines as 5HT6R Antagonists Targeting Alzheimer's Disease.",https://pubmed.ncbi.nlm.nih.gov/38204222/,7108,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,1,phenothiazine has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
110,Boron,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.2298387885093689,Low,Unvalidated,E,,1,0.5,0.2763952125310898,PubMed + PMC,2022,35328650,PMC8952423,International journal of molecular sciences,10.3390/ijms23063229,"Synthesis, In Silico, and Biological Evaluation of a Borinic Tryptophan-Derivative That Induces Melatonin-like Amelioration of Cognitive Deficit in Male Rat.",https://pubmed.ncbi.nlm.nih.gov/35328650/,5462311,[B],1,Boron currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
111,Epinephrine,Close/related orphan GPCR candidate,Chemical / small molecule,GPR135,No,No,Yes,No,No,0.12740598618984222,Low,Unvalidated,E,,3,0.75,0.27631389102339743,PubMed,2014,24503482,,Molecular phylogenetics and evolution,10.1016/j.ympev.2014.01.022,Sequence-structure based phylogeny of GPCR Class A Rhodopsin receptors.,https://pubmed.ncbi.nlm.nih.gov/24503482/,5816,CNCC(C1=CC(=C(C=C1)O)O)O,1,Epinephrine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
112,AVN-492,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.284511923789978,Low,Direct receptor evidence,C,"AVN-492, A Novel Highly Selective 5-HT6R Antagonist: Preclinical Evaluation.",12,0.25,0.27143275046348575,PubMed,2017,28550249,,Journal of Alzheimer's disease : JAD,10.3233/JAD-161262,"AVN-492, A Novel Highly Selective 5-HT6R Antagonist: Preclinical Evaluation.",https://pubmed.ncbi.nlm.nih.gov/28550249/,56655571,CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)C)N(C)C,1,AVN-492 has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
113,Bicuculline,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.305184543132782,Low,Unvalidated,E,,3,0.25,0.26686995303630834,PubMed,2015,25863120,,Neuropharmacology,10.1016/j.neuropharm.2015.03.032,Olanzapine augments the effect of selective serotonin reuptake inhibitors by suppressing GABAergic inhibition via antagonism of 5-HT₆ receptors in the dorsal raphe nucleus.,https://pubmed.ncbi.nlm.nih.gov/25863120/,10237,CN1CCC2=CC3=C(C=C2C1C4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3,1,Bicuculline currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
114,benzofuran,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.20484234392642975,Low,Unvalidated,E,,3,0.5,0.26414752355217935,PubMed + PMC,2022,36325395,PMC9579922,RSC medicinal chemistry,10.1039/d2md00156j,Synthesis and biological evaluation of paeoveitol D derivatives as new melatonin receptor agonists with antidepressant activities.,https://pubmed.ncbi.nlm.nih.gov/36325395/,9223,C1=CC=C2C(=C1)C=CO2,1,benzofuran currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
115,2-[125I]iodomelatonin,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.20315669476985931,Low,Unvalidated,E,,3,0.5,0.26305185160040856,PubMed,2024,38606814,,Journal of pineal research,10.1111/jpi.12941,Binding and unbinding of potent melatonin receptor ligands: Mechanistic simulations and experimental evidence.,https://pubmed.ncbi.nlm.nih.gov/38606814/,644212,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)OC)I,1,2-[125I]iodomelatonin currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
116,Zinc Oxide,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.19647784531116486,Low,Unvalidated,E,,2,0.5,0.25671059945225716,PubMed,2025,40945137,,Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS),10.1016/j.jtemb.2025.127746,Metallothionein 2A alleviates ulcerative colitis by inhibiting ferroptosis in intestinal epithelial cells with Tfrc downregulation.,https://pubmed.ncbi.nlm.nih.gov/40945137/,3007857,[O-2].[Zn+2],1,Zinc Oxide currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
117,Niacinamide,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.1927245706319809,Low,Unvalidated,E,,3,0.5,0.2562709709107876,PubMed + PMC,2022,35455066,PMC9029934,"Life (Basel, Switzerland)",10.3390/life12040574,Anti-Inflammatory Effects of Melatonin in Rats with Induced Type 2 Diabetes Mellitus.,https://pubmed.ncbi.nlm.nih.gov/35455066/,936,C1=CC(=CN=C1)C(=O)N,1,Niacinamide currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
118,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.271332710981369,Low,Unvalidated,E,,6,0.25,0.2508662621378899,PubMed,2013; 2015,25287308; 25932719,,Acta neuropsychiatrica; Behavioural pharmacology,10.1097/FBP.0000000000000140; 10.1111/j.1601-5215.2012.00669.x,"Pharmacological profile of encounter-induced hyperactivity in isolation-reared mice. | 5-HT depletion, but not 5-HT1A antagonist, prevents the anxiolytic-like effect of citalopram in rat contextual conditioned fear stress model.",https://pubmed.ncbi.nlm.nih.gov/25932719/ | https://pubmed.ncbi.nlm.nih.gov/25287308/,5684,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4CCCCC4,2,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
119,benzothiazolone,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.2659669816493988,Low,Direct receptor evidence,C,6-Sulfonylbenzothiazolones as potential scaffolds for the design of 5-HT6 ligands.,6,0.25,0.24737853807210924,PubMed,2015,25637882,,European journal of medicinal chemistry,10.1016/j.ejmech.2015.01.052,6-Sulfonylbenzothiazolones as potential scaffolds for the design of 5-HT6 ligands.,https://pubmed.ncbi.nlm.nih.gov/25637882/,13625,C1=CC=C2C(=C1)NC(=O)S2,1,benzothiazolone has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
120,Metformin,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.1762213259935379,Low,Unvalidated,E,,3,0.5,0.24554386189579963,PubMed + PMC,2025,40871079,PMC12389105,Pharmaceutics,10.3390/pharmaceutics17081057,Preclinical Assessment of a Metformin-Melatonin Combination: Antinociceptive Synergism.,https://pubmed.ncbi.nlm.nih.gov/40871079/,4091,CN(C)C(=N)N=C(N)N,1,Metformin currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
121,Strontium,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.17730380594730377,Low,Unvalidated,E,,1,0.5,0.24224747386574746,PubMed,2023,37334912,,Food & function,10.1039/d3fo01452e,Modulatory effect of n-3 polyunsaturated fatty acids on depressive-like behaviors in rats with chronic sleep deprivation: potential involvement of melatonin receptor pathway and brain lipidome.,https://pubmed.ncbi.nlm.nih.gov/37334912/,5359327,[Sr],1,Strontium currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
